IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.67.188.21,4,4,0.00,201.55,0.00,N/A
104.21.48.226,4,4,0.00,201.57,0.00,N/A
172.65.103.194,4,4,0.00,201.59,0.00,N/A
104.21.195.150,4,4,0.00,201.70,0.00,N/A
104.17.164.220,4,4,0.00,201.76,0.00,N/A
104.25.212.171,4,4,0.00,201.76,0.00,N/A
104.21.208.241,4,4,0.00,201.81,0.00,N/A
172.64.155.104,4,4,0.00,201.83,0.00,N/A
172.66.153.223,4,4,0.00,201.88,0.00,N/A
104.16.43.138,4,4,0.00,202.08,0.00,N/A
104.21.25.157,4,4,0.00,202.11,0.00,N/A
172.65.182.69,4,4,0.00,202.11,0.00,N/A
104.17.110.163,4,4,0.00,202.20,0.00,N/A
172.65.32.173,4,4,0.00,202.21,0.00,N/A
104.25.79.106,4,4,0.00,202.26,0.00,N/A
172.67.212.89,4,4,0.00,202.26,0.00,N/A
104.24.25.251,4,4,0.00,202.30,0.00,N/A
104.21.11.46,4,4,0.00,202.33,0.00,N/A
104.17.107.28,4,4,0.00,202.34,0.00,N/A
172.66.170.155,4,4,0.00,202.36,0.00,N/A
172.64.37.5,4,4,0.00,202.38,0.00,N/A
104.17.95.137,4,4,0.00,202.39,0.00,N/A
104.17.172.212,4,4,0.00,202.44,0.00,N/A
104.21.67.8,4,4,0.00,202.46,0.00,N/A
104.21.101.42,4,4,0.00,202.47,0.00,N/A
172.66.165.94,4,4,0.00,202.62,0.00,N/A
104.27.98.0,4,4,0.00,202.72,0.00,N/A
104.21.86.210,4,4,0.00,202.73,0.00,N/A
104.17.175.244,4,4,0.00,202.73,0.00,N/A
104.17.173.57,4,4,0.00,202.75,0.00,N/A
104.21.199.169,4,4,0.00,202.79,0.00,N/A
172.67.223.204,4,4,0.00,202.82,0.00,N/A
104.17.162.208,4,4,0.00,202.83,0.00,N/A
172.67.138.88,4,4,0.00,202.92,0.00,N/A
198.41.211.3,4,4,0.00,202.92,0.00,N/A
104.21.215.30,4,4,0.00,203.02,0.00,N/A
104.21.115.128,4,4,0.00,203.23,0.00,N/A
172.66.146.182,4,4,0.00,203.26,0.00,N/A
172.67.142.82,4,4,0.00,203.28,0.00,N/A
104.21.223.227,4,4,0.00,203.30,0.00,N/A
172.66.215.30,4,4,0.00,203.34,0.00,N/A
104.21.124.216,4,4,0.00,203.44,0.00,N/A
104.24.31.227,4,4,0.00,203.48,0.00,N/A
104.21.6.134,4,4,0.00,203.62,0.00,N/A
162.159.35.10,4,4,0.00,203.68,0.00,N/A
188.114.96.211,4,4,0.00,203.69,0.00,N/A
104.24.223.195,4,4,0.00,203.69,0.00,N/A
108.162.194.170,4,4,0.00,203.80,0.00,N/A
104.21.216.236,4,4,0.00,203.90,0.00,N/A
104.17.106.207,4,4,0.00,204.01,0.00,N/A
104.25.15.209,4,4,0.00,204.24,0.00,N/A
104.21.112.143,4,4,0.00,204.26,0.00,N/A
104.17.105.8,4,4,0.00,204.29,0.00,N/A
104.21.61.159,4,4,0.00,204.31,0.00,N/A
172.67.158.152,4,4,0.00,204.48,0.00,N/A
104.24.253.204,4,4,0.00,204.64,0.00,N/A
104.25.162.73,4,4,0.00,204.66,0.00,N/A
172.67.159.107,4,4,0.00,204.69,0.00,N/A
172.67.186.120,4,4,0.00,204.71,0.00,N/A
104.27.102.155,4,4,0.00,204.78,0.00,N/A
104.21.214.121,4,4,0.00,204.87,0.00,N/A
104.25.217.113,4,4,0.00,204.88,0.00,N/A
172.66.208.246,4,4,0.00,205.03,0.00,N/A
104.21.211.8,4,4,0.00,205.05,0.00,N/A
172.66.154.245,4,4,0.00,205.24,0.00,N/A
172.65.51.168,4,4,0.00,205.39,0.00,N/A
104.25.240.60,4,4,0.00,205.44,0.00,N/A
104.21.125.163,4,4,0.00,205.45,0.00,N/A
162.159.61.117,4,4,0.00,205.50,0.00,N/A
173.245.59.236,4,4,0.00,205.58,0.00,N/A
104.25.118.1,4,4,0.00,205.73,0.00,N/A
104.21.207.166,4,4,0.00,205.83,0.00,N/A
104.25.10.32,4,4,0.00,205.89,0.00,N/A
162.159.33.94,4,4,0.00,205.96,0.00,N/A
104.18.60.207,4,4,0.00,205.97,0.00,N/A
172.65.60.151,4,4,0.00,206.09,0.00,N/A
172.67.221.50,4,4,0.00,206.16,0.00,N/A
104.26.1.189,4,4,0.00,206.22,0.00,N/A
104.18.9.43,4,4,0.00,206.24,0.00,N/A
162.159.26.127,4,4,0.00,206.29,0.00,N/A
104.21.193.15,4,4,0.00,206.31,0.00,N/A
104.17.159.155,4,4,0.00,206.39,0.00,N/A
104.17.146.29,4,4,0.00,206.50,0.00,N/A
104.17.233.181,4,4,0.00,206.55,0.00,N/A
172.65.24.184,4,4,0.00,206.55,0.00,N/A
104.24.230.117,4,4,0.00,206.60,0.00,N/A
172.67.192.132,4,4,0.00,206.84,0.00,N/A
172.67.213.185,4,4,0.00,206.85,0.00,N/A
172.67.157.81,4,4,0.00,206.87,0.00,N/A
162.159.46.237,4,4,0.00,206.88,0.00,N/A
172.65.36.107,4,4,0.00,206.96,0.00,N/A
104.17.118.6,4,4,0.00,207.05,0.00,N/A
104.21.111.82,4,4,0.00,207.07,0.00,N/A
172.65.28.77,4,4,0.00,207.09,0.00,N/A
172.65.80.175,4,4,0.00,207.12,0.00,N/A
104.21.104.128,4,4,0.00,207.13,0.00,N/A
104.25.216.205,4,4,0.00,207.15,0.00,N/A
104.17.220.195,4,4,0.00,207.23,0.00,N/A
104.21.24.198,4,4,0.00,207.28,0.00,N/A
104.21.97.91,4,4,0.00,207.30,0.00,N/A
104.17.138.254,4,4,0.00,207.36,0.00,N/A
104.17.129.94,4,4,0.00,207.39,0.00,N/A
108.162.195.130,4,4,0.00,207.43,0.00,N/A
104.21.19.38,4,4,0.00,207.68,0.00,N/A
104.24.90.85,4,4,0.00,207.71,0.00,N/A
172.67.176.55,4,4,0.00,207.71,0.00,N/A
172.67.127.243,4,4,0.00,207.79,0.00,N/A
162.159.0.233,4,4,0.00,207.84,0.00,N/A
104.27.89.132,4,4,0.00,207.87,0.00,N/A
104.27.195.42,4,4,0.00,207.94,0.00,N/A
162.159.3.165,4,4,0.00,207.99,0.00,N/A
172.64.144.22,4,4,0.00,208.21,0.00,N/A
172.67.240.82,4,4,0.00,208.41,0.00,N/A
104.24.33.17,4,4,0.00,208.43,0.00,N/A
172.64.152.41,4,4,0.00,208.43,0.00,N/A
172.65.141.227,4,4,0.00,208.45,0.00,N/A
198.41.223.9,4,4,0.00,208.46,0.00,N/A
104.21.94.177,4,4,0.00,208.54,0.00,N/A
162.159.134.137,4,4,0.00,208.55,0.00,N/A
104.21.78.142,4,4,0.00,208.62,0.00,N/A
104.24.10.202,4,4,0.00,208.63,0.00,N/A
104.17.247.72,4,4,0.00,208.65,0.00,N/A
104.18.101.36,4,4,0.00,208.66,0.00,N/A
104.25.141.34,4,4,0.00,208.90,0.00,N/A
104.24.93.113,4,4,0.00,208.92,0.00,N/A
172.66.202.57,4,4,0.00,209.07,0.00,N/A
172.64.149.100,4,4,0.00,209.13,0.00,N/A
104.25.34.122,4,4,0.00,209.14,0.00,N/A
104.25.163.128,4,4,0.00,209.16,0.00,N/A
162.159.62.161,4,4,0.00,209.19,0.00,N/A
172.64.47.35,4,4,0.00,209.29,0.00,N/A
162.159.58.119,4,4,0.00,209.30,0.00,N/A
104.29.137.156,4,4,0.00,209.30,0.00,N/A
104.24.67.129,4,4,0.00,209.34,0.00,N/A
104.17.143.24,4,4,0.00,209.37,0.00,N/A
172.66.174.70,4,4,0.00,209.39,0.00,N/A
172.67.215.221,4,4,0.00,209.39,0.00,N/A
104.24.151.28,4,4,0.00,209.42,0.00,N/A
104.17.154.241,4,4,0.00,209.46,0.00,N/A
104.21.52.148,4,4,0.00,209.49,0.00,N/A
104.25.137.234,4,4,0.00,209.53,0.00,N/A
104.24.220.167,4,4,0.00,209.56,0.00,N/A
104.17.155.35,4,4,0.00,209.59,0.00,N/A
104.21.212.206,4,4,0.00,209.84,0.00,N/A
104.17.114.57,4,4,0.00,209.87,0.00,N/A
104.24.131.167,4,4,0.00,209.93,0.00,N/A
104.21.121.216,4,4,0.00,209.93,0.00,N/A
162.159.6.75,4,4,0.00,209.98,0.00,N/A
104.25.218.235,4,4,0.00,210.02,0.00,N/A
162.159.18.220,4,4,0.00,210.12,0.00,N/A
172.66.132.45,4,4,0.00,210.13,0.00,N/A
162.159.8.18,4,4,0.00,210.17,0.00,N/A
104.19.229.147,4,4,0.00,210.23,0.00,N/A
104.17.131.237,4,4,0.00,210.25,0.00,N/A
104.21.127.157,4,4,0.00,210.30,0.00,N/A
104.24.244.163,4,4,0.00,210.32,0.00,N/A
104.24.34.151,4,4,0.00,210.33,0.00,N/A
104.21.118.220,4,4,0.00,210.38,0.00,N/A
104.21.81.158,4,4,0.00,210.51,0.00,N/A
172.67.236.86,4,4,0.00,210.54,0.00,N/A
162.159.13.222,4,4,0.00,210.57,0.00,N/A
172.66.177.12,4,4,0.00,210.62,0.00,N/A
172.67.152.249,4,4,0.00,210.76,0.00,N/A
172.67.206.153,4,4,0.00,210.88,0.00,N/A
104.18.104.242,4,4,0.00,210.95,0.00,N/A
172.67.168.82,4,4,0.00,211.00,0.00,N/A
104.18.52.214,4,4,0.00,211.02,0.00,N/A
104.21.5.213,4,4,0.00,211.09,0.00,N/A
104.21.7.204,4,4,0.00,211.14,0.00,N/A
104.25.223.127,4,4,0.00,211.15,0.00,N/A
104.17.252.222,4,4,0.00,211.20,0.00,N/A
104.27.202.146,4,4,0.00,211.20,0.00,N/A
104.27.35.210,4,4,0.00,211.37,0.00,N/A
104.24.248.166,4,4,0.00,211.52,0.00,N/A
104.25.195.157,4,4,0.00,211.53,0.00,N/A
172.67.208.155,4,4,0.00,211.64,0.00,N/A
104.25.236.2,4,4,0.00,211.66,0.00,N/A
104.21.126.4,4,4,0.00,211.74,0.00,N/A
104.25.227.65,4,4,0.00,211.74,0.00,N/A
104.24.187.192,4,4,0.00,211.76,0.00,N/A
104.17.163.72,4,4,0.00,211.83,0.00,N/A
104.27.16.249,4,4,0.00,212.04,0.00,N/A
104.18.27.223,4,4,0.00,212.08,0.00,N/A
104.27.25.117,4,4,0.00,212.17,0.00,N/A
172.64.50.238,4,4,0.00,212.17,0.00,N/A
172.67.64.63,4,4,0.00,212.18,0.00,N/A
104.27.91.63,4,4,0.00,212.19,0.00,N/A
104.24.53.33,4,4,0.00,212.22,0.00,N/A
104.21.9.98,4,4,0.00,212.26,0.00,N/A
104.21.116.178,4,4,0.00,212.31,0.00,N/A
104.24.181.228,4,4,0.00,212.37,0.00,N/A
104.24.27.33,4,4,0.00,212.59,0.00,N/A
104.21.40.182,4,4,0.00,212.60,0.00,N/A
172.67.170.36,4,4,0.00,212.62,0.00,N/A
162.159.1.190,4,4,0.00,212.77,0.00,N/A
162.159.25.197,4,4,0.00,212.80,0.00,N/A
172.65.56.132,4,4,0.00,212.83,0.00,N/A
172.65.26.80,4,4,0.00,212.84,0.00,N/A
104.27.60.126,4,4,0.00,212.87,0.00,N/A
162.159.17.135,4,4,0.00,212.95,0.00,N/A
104.25.205.7,4,4,0.00,213.02,0.00,N/A
108.162.196.154,4,4,0.00,213.03,0.00,N/A
104.24.30.53,4,4,0.00,213.06,0.00,N/A
104.21.205.132,4,4,0.00,213.07,0.00,N/A
104.17.157.54,4,4,0.00,213.10,0.00,N/A
104.17.229.63,4,4,0.00,213.13,0.00,N/A
104.17.231.98,4,4,0.00,213.14,0.00,N/A
172.64.32.27,4,4,0.00,213.26,0.00,N/A
172.65.126.174,4,4,0.00,213.36,0.00,N/A
172.64.53.152,4,4,0.00,213.37,0.00,N/A
104.25.105.8,4,4,0.00,213.48,0.00,N/A
162.159.11.15,4,4,0.00,213.53,0.00,N/A
104.24.28.194,4,4,0.00,213.58,0.00,N/A
104.21.110.111,4,4,0.00,213.63,0.00,N/A
104.17.210.99,4,4,0.00,213.66,0.00,N/A
104.25.190.191,4,4,0.00,213.80,0.00,N/A
104.17.207.62,4,4,0.00,213.82,0.00,N/A
104.18.12.22,4,4,0.00,213.84,0.00,N/A
104.19.239.181,4,4,0.00,213.86,0.00,N/A
172.65.50.32,4,4,0.00,213.89,0.00,N/A
104.27.94.35,4,4,0.00,213.96,0.00,N/A
104.19.255.163,4,4,0.00,213.97,0.00,N/A
104.27.96.127,4,4,0.00,214.04,0.00,N/A
104.21.120.35,4,4,0.00,214.06,0.00,N/A
162.159.194.95,4,4,0.00,214.08,0.00,N/A
172.64.150.204,4,4,0.00,214.14,0.00,N/A
104.21.222.21,4,4,0.00,214.16,0.00,N/A
104.17.160.71,4,4,0.00,214.25,0.00,N/A
104.24.75.177,4,4,0.00,214.29,0.00,N/A
104.17.204.66,4,4,0.00,214.37,0.00,N/A
104.18.13.101,4,4,0.00,214.39,0.00,N/A
172.67.145.216,4,4,0.00,214.43,0.00,N/A
104.27.107.184,4,4,0.00,214.52,0.00,N/A
104.24.178.246,4,4,0.00,214.55,0.00,N/A
162.159.10.42,4,4,0.00,214.55,0.00,N/A
104.21.210.136,4,4,0.00,214.69,0.00,N/A
172.67.124.129,4,4,0.00,214.70,0.00,N/A
104.27.73.38,4,4,0.00,214.77,0.00,N/A
104.17.137.120,4,4,0.00,214.87,0.00,N/A
172.67.135.216,4,4,0.00,214.97,0.00,N/A
104.18.23.33,4,4,0.00,214.99,0.00,N/A
104.27.67.6,4,4,0.00,215.00,0.00,N/A
104.19.235.159,4,4,0.00,215.04,0.00,N/A
104.18.22.32,4,4,0.00,215.10,0.00,N/A
104.19.253.11,4,4,0.00,215.11,0.00,N/A
162.159.133.39,4,4,0.00,215.14,0.00,N/A
104.17.190.250,4,4,0.00,215.18,0.00,N/A
104.18.102.10,4,4,0.00,215.18,0.00,N/A
162.159.21.206,4,4,0.00,215.23,0.00,N/A
104.24.88.7,4,4,0.00,215.24,0.00,N/A
104.21.45.124,4,4,0.00,215.30,0.00,N/A
104.27.123.41,4,4,0.00,215.32,0.00,N/A
104.27.110.98,4,4,0.00,215.37,0.00,N/A
108.162.193.190,4,4,0.00,215.39,0.00,N/A
104.24.134.71,4,4,0.00,215.52,0.00,N/A
162.159.16.25,4,4,0.00,215.52,0.00,N/A
104.27.37.116,4,4,0.00,215.56,0.00,N/A
104.18.63.181,4,4,0.00,215.60,0.00,N/A
104.25.74.89,4,4,0.00,215.62,0.00,N/A
172.67.205.180,4,4,0.00,215.63,0.00,N/A
104.21.23.204,4,4,0.00,215.66,0.00,N/A
162.159.14.72,4,4,0.00,215.69,0.00,N/A
104.17.192.8,4,4,0.00,215.82,0.00,N/A
104.21.75.112,4,4,0.00,215.87,0.00,N/A
104.17.181.176,4,4,0.00,215.98,0.00,N/A
104.24.157.249,4,4,0.00,216.02,0.00,N/A
104.26.9.108,4,4,0.00,216.07,0.00,N/A
104.25.219.227,4,4,0.00,216.08,0.00,N/A
172.64.145.248,4,4,0.00,216.14,0.00,N/A
104.17.180.254,4,4,0.00,216.15,0.00,N/A
172.67.128.176,4,4,0.00,216.23,0.00,N/A
172.67.69.175,4,4,0.00,216.24,0.00,N/A
172.64.46.246,4,4,0.00,216.28,0.00,N/A
104.17.176.203,4,4,0.00,216.33,0.00,N/A
172.64.158.183,4,4,0.00,216.47,0.00,N/A
104.17.103.36,4,4,0.00,216.48,0.00,N/A
172.67.181.214,4,4,0.00,216.51,0.00,N/A
104.25.57.59,4,4,0.00,216.61,0.00,N/A
172.67.233.149,4,4,0.00,216.64,0.00,N/A
162.159.205.116,4,4,0.00,216.66,0.00,N/A
172.67.231.229,4,4,0.00,216.68,0.00,N/A
172.65.8.193,4,4,0.00,216.68,0.00,N/A
104.27.2.5,4,4,0.00,216.78,0.00,N/A
104.17.179.99,4,4,0.00,216.78,0.00,N/A
172.65.7.21,4,4,0.00,216.86,0.00,N/A
188.114.97.223,4,4,0.00,216.87,0.00,N/A
104.21.92.192,4,4,0.00,216.89,0.00,N/A
104.17.171.145,4,4,0.00,216.90,0.00,N/A
172.64.33.21,4,4,0.00,216.93,0.00,N/A
104.25.191.185,4,4,0.00,216.96,0.00,N/A
104.25.23.28,4,4,0.00,217.08,0.00,N/A
172.67.217.210,4,4,0.00,217.16,0.00,N/A
104.25.142.162,4,4,0.00,217.19,0.00,N/A
104.25.13.230,4,4,0.00,217.21,0.00,N/A
104.21.63.221,4,4,0.00,217.36,0.00,N/A
172.67.172.107,4,4,0.00,217.40,0.00,N/A
104.25.224.22,4,4,0.00,217.44,0.00,N/A
104.19.211.110,4,4,0.00,217.45,0.00,N/A
104.19.234.46,4,4,0.00,217.47,0.00,N/A
104.25.54.32,4,4,0.00,217.54,0.00,N/A
104.25.119.221,4,4,0.00,217.60,0.00,N/A
162.159.12.45,4,4,0.00,217.65,0.00,N/A
104.18.10.194,4,4,0.00,217.69,0.00,N/A
173.245.58.222,4,4,0.00,217.73,0.00,N/A
104.18.83.101,4,4,0.00,217.80,0.00,N/A
162.159.19.78,4,4,0.00,218.08,0.00,N/A
104.21.217.147,4,4,0.00,218.11,0.00,N/A
104.18.80.125,4,4,0.00,218.12,0.00,N/A
104.17.140.68,4,4,0.00,218.13,0.00,N/A
104.25.110.188,4,4,0.00,218.21,0.00,N/A
172.66.212.73,4,4,0.00,218.36,0.00,N/A
104.26.8.29,4,4,0.00,218.38,0.00,N/A
104.25.146.58,4,4,0.00,218.42,0.00,N/A
162.159.7.179,4,4,0.00,218.50,0.00,N/A
162.159.15.42,4,4,0.00,218.53,0.00,N/A
162.159.57.168,4,4,0.00,218.62,0.00,N/A
104.24.189.46,4,4,0.00,218.73,0.00,N/A
162.159.2.244,4,4,0.00,218.74,0.00,N/A
104.17.156.62,4,4,0.00,218.82,0.00,N/A
104.19.217.178,4,4,0.00,218.96,0.00,N/A
162.159.136.70,4,4,0.00,219.07,0.00,N/A
104.17.209.117,4,4,0.00,219.18,0.00,N/A
104.17.199.125,4,4,0.00,219.19,0.00,N/A
104.19.243.210,4,4,0.00,219.26,0.00,N/A
104.21.93.113,4,4,0.00,219.26,0.00,N/A
104.18.94.158,4,4,0.00,219.28,0.00,N/A
104.17.200.248,4,4,0.00,219.31,0.00,N/A
104.25.171.187,4,4,0.00,219.44,0.00,N/A
104.20.42.136,4,4,0.00,219.47,0.00,N/A
104.27.70.188,4,4,0.00,219.49,0.00,N/A
172.65.38.38,4,4,0.00,219.75,0.00,N/A
172.64.151.217,4,4,0.00,219.84,0.00,N/A
104.24.38.226,4,4,0.00,219.91,0.00,N/A
162.159.20.251,4,4,0.00,219.97,0.00,N/A
104.27.206.39,4,4,0.00,220.04,0.00,N/A
172.66.172.86,4,4,0.00,220.08,0.00,N/A
104.27.11.188,4,4,0.00,220.36,0.00,N/A
172.65.153.188,4,4,0.00,220.39,0.00,N/A
172.65.37.94,4,4,0.00,220.40,0.00,N/A
104.17.194.132,4,4,0.00,220.54,0.00,N/A
104.18.85.115,4,4,0.00,220.57,0.00,N/A
104.21.204.109,4,4,0.00,220.61,0.00,N/A
104.17.189.252,4,4,0.00,220.69,0.00,N/A
104.24.158.48,4,4,0.00,220.75,0.00,N/A
172.66.209.68,4,4,0.00,220.76,0.00,N/A
104.17.188.241,4,4,0.00,220.85,0.00,N/A
104.19.251.189,4,4,0.00,220.99,0.00,N/A
104.19.184.153,4,4,0.00,221.11,0.00,N/A
172.67.164.103,4,4,0.00,221.32,0.00,N/A
104.24.247.190,4,4,0.00,221.37,0.00,N/A
104.18.67.175,4,4,0.00,221.47,0.00,N/A
162.159.23.229,4,4,0.00,221.56,0.00,N/A
104.25.231.71,4,4,0.00,221.65,0.00,N/A
104.18.106.18,4,4,0.00,221.67,0.00,N/A
104.18.108.55,4,4,0.00,221.72,0.00,N/A
104.29.156.66,4,4,0.00,221.74,0.00,N/A
104.24.128.82,4,4,0.00,221.84,0.00,N/A
172.67.144.109,4,4,0.00,221.92,0.00,N/A
104.20.24.37,4,4,0.00,221.97,0.00,N/A
104.24.54.106,4,4,0.00,222.09,0.00,N/A
162.159.22.181,4,4,0.00,222.18,0.00,N/A
104.26.7.39,4,4,0.00,222.20,0.00,N/A
104.27.100.180,4,4,0.00,222.22,0.00,N/A
104.17.250.12,4,4,0.00,222.29,0.00,N/A
104.21.83.25,4,4,0.00,222.31,0.00,N/A
104.20.52.32,4,4,0.00,222.37,0.00,N/A
162.159.224.216,4,4,0.00,222.37,0.00,N/A
162.159.9.123,4,4,0.00,222.40,0.00,N/A
162.159.4.43,4,4,0.00,222.40,0.00,N/A
172.64.159.12,4,4,0.00,222.62,0.00,N/A
104.27.106.202,4,4,0.00,222.76,0.00,N/A
104.17.234.183,4,4,0.00,222.88,0.00,N/A
104.25.159.254,4,4,0.00,222.96,0.00,N/A
104.24.205.240,4,4,0.00,223.06,0.00,N/A
104.17.228.223,4,4,0.00,223.12,0.00,N/A
104.21.71.141,4,4,0.00,223.14,0.00,N/A
104.24.226.173,4,4,0.00,223.22,0.00,N/A
104.17.147.56,4,4,0.00,223.24,0.00,N/A
172.65.58.28,4,4,0.00,223.25,0.00,N/A
104.24.152.83,4,4,0.00,223.35,0.00,N/A
104.24.22.42,4,4,0.00,223.38,0.00,N/A
104.21.27.142,4,4,0.00,223.49,0.00,N/A
104.18.57.49,4,4,0.00,223.57,0.00,N/A
104.24.5.183,4,4,0.00,223.58,0.00,N/A
172.66.176.7,4,4,0.00,223.71,0.00,N/A
162.159.142.195,4,4,0.00,223.85,0.00,N/A
172.65.79.208,4,4,0.00,223.99,0.00,N/A
104.18.72.15,4,4,0.00,224.06,0.00,N/A
104.18.5.10,4,4,0.00,224.10,0.00,N/A
162.159.5.17,4,4,0.00,224.44,0.00,N/A
104.25.114.230,4,4,0.00,224.50,0.00,N/A
104.27.119.170,4,4,0.00,224.53,0.00,N/A
104.18.4.65,4,4,0.00,224.59,0.00,N/A
172.65.157.82,4,4,0.00,224.61,0.00,N/A
104.17.208.152,4,4,0.00,224.61,0.00,N/A
104.17.203.169,4,4,0.00,224.65,0.00,N/A
104.25.66.118,4,4,0.00,224.76,0.00,N/A
104.18.2.81,4,4,0.00,224.77,0.00,N/A
104.25.177.183,4,4,0.00,224.79,0.00,N/A
104.17.195.17,4,4,0.00,224.88,0.00,N/A
104.18.25.204,4,4,0.00,224.93,0.00,N/A
104.24.46.229,4,4,0.00,224.98,0.00,N/A
104.24.95.46,4,4,0.00,225.00,0.00,N/A
104.24.132.115,4,4,0.00,225.03,0.00,N/A
104.26.11.221,4,4,0.00,225.08,0.00,N/A
104.25.20.5,4,4,0.00,225.19,0.00,N/A
104.18.77.34,4,4,0.00,225.26,0.00,N/A
104.18.74.163,4,4,0.00,225.55,0.00,N/A
104.29.127.186,4,4,0.00,225.55,0.00,N/A
104.19.238.121,4,4,0.00,225.62,0.00,N/A
104.19.232.140,4,4,0.00,225.63,0.00,N/A
172.67.80.136,4,4,0.00,225.81,0.00,N/A
104.24.91.126,4,4,0.00,225.82,0.00,N/A
104.17.193.95,4,4,0.00,225.87,0.00,N/A
104.27.92.245,4,4,0.00,225.97,0.00,N/A
104.21.43.231,4,4,0.00,226.09,0.00,N/A
172.66.169.103,4,4,0.00,226.10,0.00,N/A
104.18.111.64,4,4,0.00,226.29,0.00,N/A
104.27.68.61,4,4,0.00,226.32,0.00,N/A
104.24.64.45,4,4,0.00,226.36,0.00,N/A
172.66.131.108,4,4,0.00,226.42,0.00,N/A
172.66.171.244,4,4,0.00,226.42,0.00,N/A
104.24.225.48,4,4,0.00,226.44,0.00,N/A
104.29.155.39,4,4,0.00,226.47,0.00,N/A
104.19.197.121,4,4,0.00,226.55,0.00,N/A
104.18.11.249,4,4,0.00,226.64,0.00,N/A
104.17.152.86,4,4,0.00,226.65,0.00,N/A
104.24.12.85,4,4,0.00,226.79,0.00,N/A
104.19.254.117,4,4,0.00,226.84,0.00,N/A
104.24.19.244,4,4,0.00,226.86,0.00,N/A
172.67.171.101,4,4,0.00,227.02,0.00,N/A
104.27.26.45,4,4,0.00,227.14,0.00,N/A
104.27.80.29,4,4,0.00,227.24,0.00,N/A
104.25.165.193,4,4,0.00,227.24,0.00,N/A
104.24.133.185,4,4,0.00,227.28,0.00,N/A
104.21.65.83,4,4,0.00,227.29,0.00,N/A
104.25.99.119,4,4,0.00,227.34,0.00,N/A
104.27.65.131,4,4,0.00,227.37,0.00,N/A
104.18.61.106,4,4,0.00,227.53,0.00,N/A
104.19.252.70,4,4,0.00,227.56,0.00,N/A
104.27.204.59,4,4,0.00,227.58,0.00,N/A
104.17.165.34,4,4,0.00,227.59,0.00,N/A
104.24.4.70,4,4,0.00,227.64,0.00,N/A
104.17.166.220,4,4,0.00,227.65,0.00,N/A
104.27.42.232,4,4,0.00,227.65,0.00,N/A
104.27.76.155,4,4,0.00,227.85,0.00,N/A
172.66.157.192,4,4,0.00,227.98,0.00,N/A
104.18.158.67,4,4,0.00,227.99,0.00,N/A
104.19.188.117,4,4,0.00,228.03,0.00,N/A
172.65.118.107,4,4,0.00,228.09,0.00,N/A
104.27.97.207,4,4,0.00,228.11,0.00,N/A
104.27.1.106,4,4,0.00,228.13,0.00,N/A
104.25.12.250,4,4,0.00,228.16,0.00,N/A
104.25.11.102,4,4,0.00,228.26,0.00,N/A
104.18.193.47,4,4,0.00,228.37,0.00,N/A
172.67.108.213,4,4,0.00,228.41,0.00,N/A
104.25.16.106,4,4,0.00,228.42,0.00,N/A
172.66.149.132,4,4,0.00,228.80,0.00,N/A
104.25.150.111,4,4,0.00,228.83,0.00,N/A
104.17.254.210,4,4,0.00,228.94,0.00,N/A
172.66.162.25,4,4,0.00,228.98,0.00,N/A
172.67.92.121,4,4,0.00,228.98,0.00,N/A
104.19.176.88,4,4,0.00,228.99,0.00,N/A
104.18.76.192,4,4,0.00,229.24,0.00,N/A
104.19.158.181,4,4,0.00,229.31,0.00,N/A
172.66.199.176,4,4,0.00,229.39,0.00,N/A
172.67.131.45,4,4,0.00,229.40,0.00,N/A
104.20.35.32,4,4,0.00,229.49,0.00,N/A
104.25.76.159,4,4,0.00,229.50,0.00,N/A
104.27.207.131,4,4,0.00,229.58,0.00,N/A
104.20.55.47,4,4,0.00,229.66,0.00,N/A
104.27.47.78,4,4,0.00,229.70,0.00,N/A
104.19.237.91,4,4,0.00,229.77,0.00,N/A
104.24.163.43,4,4,0.00,229.87,0.00,N/A
104.27.28.13,4,4,0.00,229.87,0.00,N/A
172.66.164.82,4,4,0.00,229.96,0.00,N/A
172.65.86.132,4,4,0.00,229.98,0.00,N/A
104.18.20.229,4,4,0.00,230.08,0.00,N/A
104.24.45.49,4,4,0.00,230.10,0.00,N/A
172.66.158.224,4,4,0.00,230.14,0.00,N/A
104.25.238.230,4,4,0.00,230.17,0.00,N/A
104.19.236.252,4,4,0.00,230.33,0.00,N/A
104.25.161.202,4,4,0.00,230.48,0.00,N/A
172.66.155.252,4,4,0.00,230.49,0.00,N/A
172.67.99.210,4,4,0.00,230.56,0.00,N/A
104.18.87.62,4,4,0.00,230.70,0.00,N/A
104.17.196.156,4,4,0.00,230.74,0.00,N/A
172.67.132.51,4,4,0.00,230.82,0.00,N/A
104.25.204.249,4,4,0.00,230.85,0.00,N/A
104.27.62.216,4,4,0.00,230.92,0.00,N/A
104.19.192.148,4,4,0.00,230.94,0.00,N/A
104.27.87.203,4,4,0.00,231.00,0.00,N/A
104.24.228.224,4,4,0.00,231.22,0.00,N/A
104.24.148.225,4,4,0.00,231.30,0.00,N/A
104.18.28.54,4,4,0.00,231.33,0.00,N/A
104.27.95.93,4,4,0.00,231.49,0.00,N/A
104.18.128.34,4,4,0.00,231.50,0.00,N/A
104.25.135.177,4,4,0.00,231.55,0.00,N/A
